['云南锡业集团有限责任公司', '( 以下 简称 “', '锡业集团']
['中粮生物科技(北京)有限公司', '( 以下 简称 “ 中粮生物 ” ) 、 自然人祁飞共同 出资 设立 ” ) 、 自然人祁飞共同 出资 设立', '金禾益康(北京)生物科技有限公司']
['中粮生物科技(北京)有限公司', '( 以下 简称 “ 中粮生物 ” ) 、 自然人祁飞共同 出资 设立 金禾益康 ( 北京 ) 生物科技有限公司 ( 以下 简称 “ ” ) 、 自然人祁飞共同 出资 设立 金禾益康 ( 北京 ) 生物科技有限公司 ( 以下 简称 “ ( 以下 简称 “', '北京金禾益康']
['中粮生物', '” ) 、 自然人祁飞共同 出资 设立', '金禾益康(北京)生物科技有限公司']
['中粮生物', '” ) 、 自然人祁飞共同 出资 设立 金禾益康 ( 北京 ) 生物科技有限公司 ( 以下 简称 “ ( 以下 简称 “', '北京金禾益康']
['金禾益康(北京)生物科技有限公司', '( 以下 简称 “', '北京金禾益康']
['深圳市长盈精密技术股份有限公司', '( 以下 简称 “', '长盈精密']
['上海其元智能科技有限公司', '( 以下 简称 “', '上海其元']
['上海其元智能科技有限公司', '( 以下 简称 “ 上海其元 ” ) 向 ” ) 向', '上海劲融投资管理有限公司']
['上海其元智能科技有限公司', '( 以下 简称 “ 上海其元 ” ) 向 上海劲融投资管理有限公司 ( 以下 简称 “ ” ) 向 上海劲融投资管理有限公司 ( 以下 简称 “ ( 以下 简称 “', '上海劲融']
['上海其元', '” ) 向', '上海劲融投资管理有限公司']
['上海其元', '” ) 向 上海劲融投资管理有限公司 ( 以下 简称 “ ( 以下 简称 “', '上海劲融']
['上海其元', '” ) 向 上海劲融投资管理有限公司 ( 以下 简称 “ 上海劲融 ” ) 转让 其 持有 的 ( 以下 简称 “ 上海劲融 ” ) 转让 其 持有 的 ” ) 转让 其 持有 的', '氢源(上海)动力科技有限公司']
['上海劲融投资管理有限公司', '( 以下 简称 “', '上海劲融']
['上海劲融投资管理有限公司', '( 以下 简称 “ 上海劲融 ” ) 转让 其 持有 的 ” ) 转让 其 持有 的', '氢源(上海)动力科技有限公司']
['上海劲融投资管理有限公司', '( 以下 简称 “ 上海劲融 ” ) 转让 其 持有 的 氢源 ( 上海 ) 动力科技有限公司 ( 以下 简称 “ ” ) 转让 其 持有 的 氢源 ( 上海 ) 动力科技有限公司 ( 以下 简称 “ ( 以下 简称 “', '氢源动力']
['上海劲融', '” ) 转让 其 持有 的 氢源 ( 上海 ) 动力科技有限公司 ( 以下 简称 “ ( 以下 简称 “', '氢源动力']
['氢源(上海)动力科技有限公司', '( 以下 简称 “', '氢源动力']
['长春瑞莱德汽车悬架系统有限公司', '( 以下 简称 “', '瑞莱德']
['北京安泰科信息股份有限公司', '( 以下 简称 “ 公司 ” ) 控股 子公司', '安泰科(上海)信息科技有限公司']
['安泰科(上海)信息科技有限公司', '( 以下 简称 “ 子公司 ” ) 拟 使用 人民币 叁佰 万元 向', '上海德攀贸易有限公司']
['上海德攀贸易有限公司', '( 以下 简称 “', '上海德攀']
['上海德攀贸易有限公司', '( 以下 简称 “ 上海德攀 ” ) 收购 其 持有 的 ” ) 收购 其 持有 的', '河南新丝路大宗商品现货交易中心有限公司']
['上海德攀贸易有限公司', '( 以下 简称 “ 上海德攀 ” ) 收购 其 持有 的 河南新丝路大宗商品现货交易中心有限公司 ( 以下 简称 “ ” ) 收购 其 持有 的 河南新丝路大宗商品现货交易中心有限公司 ( 以下 简称 “ ( 以下 简称 “', '新丝路']
['上海德攀', '” ) 收购 其 持有 的 河南新丝路大宗商品现货交易中心有限公司 ( 以下 简称 “ ( 以下 简称 “', '新丝路']
['河南新丝路大宗商品现货交易中心有限公司', '( 以下 简称 “', '新丝路']
['新疆天业股份有限公司', '( 下称 “ 本 公司 ” 或 “', '新疆天业']
['新疆天业股份有限公司', '( 下称 “ 本 公司 ” 或 “ 新疆天业 ” ) 下属 控股 子公司 ” ) 下属 控股 子公司', '新疆天业节水灌溉股份有限公司']
['新疆天业', '” ) 下属 控股 子公司', '新疆天业节水灌溉股份有限公司']
['新疆天业', '” ) 下属 控股 子公司 新疆天业节水灌溉股份有限公司 ( 下称 “ ( 下称 “', '天业节水']
['新疆天业节水灌溉股份有限公司', '( 下称 “', '天业节水']
['新疆天业节水灌溉股份有限公司', '( 下称 “ 天业节水 ” 或 “ 股权 收购方 ” ) 收购 ” 或 “ 股权 收购方 ” ) 收购', '石河子西域水利水电建筑工程有限责任公司']
['新疆天业节水灌溉股份有限公司', '( 下称 “ 天业节水 ” 或 “ 股权 收购方 ” ) 收购 石河子西域水利水电建筑工程有限责任公司 ( 下称 “ ” 或 “ 股权 收购方 ” ) 收购 石河子西域水利水电建筑工程有限责任公司 ( 下称 “ ( 下称 “', '西域水电公司']
['天业节水', '” 或 “ 股权 收购方 ” ) 收购', '石河子西域水利水电建筑工程有限责任公司']
['天业节水', '” 或 “ 股权 收购方 ” ) 收购 石河子西域水利水电建筑工程有限责任公司 ( 下称 “ ( 下称 “', '西域水电公司']
['石河子西域水利水电建筑工程有限责任公司', '( 下称 “', '西域水电公司']
['石河子西域水利水电建筑工程有限责任公司', '( 下称 “ 西域水电公司 ” 或 “ 标的 公司 ” ) 股东 ” 或 “ 标的 公司 ” ) 股东', '新疆石河子玛纳斯河流域管理处']
['石河子西域水利水电建筑工程有限责任公司', '( 下称 “ 西域水电公司 ” 或 “ 标的 公司 ” ) 股东 新疆石河子玛纳斯河流域管理处 ( 下称 “ ” 或 “ 标的 公司 ” ) 股东 新疆石河子玛纳斯河流域管理处 ( 下称 “ ( 下称 “', '玛河管理处']
['西域水电公司', '” 或 “ 标的 公司 ” ) 股东', '新疆石河子玛纳斯河流域管理处']
['西域水电公司', '” 或 “ 标的 公司 ” ) 股东 新疆石河子玛纳斯河流域管理处 ( 下称 “ ( 下称 “', '玛河管理处']
['新疆石河子玛纳斯河流域管理处', '( 下称 “', '玛河管理处']
['梦网荣信科技集团股份有限公司', '( 以下 简称 “ 公司 ” 或 “ 本 公司 ” ) 全资 子公司', '深圳市梦网科技发展有限公司']
['深圳市梦网科技发展有限公司', '( 以下 简称 “', '梦网科技']
['深圳市梦网科技发展有限公司', '( 以下 简称 “ 梦网科技 ” ) 与 ” ) 与', '扬州正在上演文化传媒有限公司']
['深圳市梦网科技发展有限公司', '( 以下 简称 “ 梦网科技 ” ) 与 扬州正在上演文化传媒有限公司 ( 以下 简称 “ ” ) 与 扬州正在上演文化传媒有限公司 ( 以下 简称 “ ( 以下 简称 “', '正在上演']
['深圳市梦网科技发展有限公司', '( 以下 简称 “ 梦网科技 ” ) 与 扬州正在上演文化传媒有限公司 ( 以下 简称 “ 正在上演 ” ) 、 ” ) 与 扬州正在上演文化传媒有限公司 ( 以下 简称 “ 正在上演 ” ) 、 ( 以下 简称 “ 正在上演 ” ) 、 ” ) 、', '天津创想互联网信息服务合伙企业(有限合伙)']
['梦网科技', '” ) 与', '扬州正在上演文化传媒有限公司']
['梦网科技', '” ) 与 扬州正在上演文化传媒有限公司 ( 以下 简称 “ ( 以下 简称 “', '正在上演']
['梦网科技', '” ) 与 扬州正在上演文化传媒有限公司 ( 以下 简称 “ 正在上演 ” ) 、 ( 以下 简称 “ 正在上演 ” ) 、 ” ) 、', '天津创想互联网信息服务合伙企业(有限合伙)']
['梦网科技', '” ) 与 扬州正在上演文化传媒有限公司 ( 以下 简称 “ 正在上演 ” ) 、 天津创想互联网信息服务合伙企业 ( 有限合伙 ) ( 以下 简称 “ ( 以下 简称 “ 正在上演 ” ) 、 天津创想互联网信息服务合伙企业 ( 有限合伙 ) ( 以下 简称 “ ” ) 、 天津创想互联网信息服务合伙企业 ( 有限合伙 ) ( 以下 简称 “ ( 以下 简称 “', '天津创想']
['扬州正在上演文化传媒有限公司', '( 以下 简称 “', '正在上演']
['扬州正在上演文化传媒有限公司', '( 以下 简称 “ 正在上演 ” ) 、 ” ) 、', '天津创想互联网信息服务合伙企业(有限合伙)']
['扬州正在上演文化传媒有限公司', '( 以下 简称 “ 正在上演 ” ) 、 天津创想互联网信息服务合伙企业 ( 有限合伙 ) ( 以下 简称 “ ” ) 、 天津创想互联网信息服务合伙企业 ( 有限合伙 ) ( 以下 简称 “ ( 以下 简称 “', '天津创想']
['扬州正在上演文化传媒有限公司', '( 以下 简称 “ 正在上演 ” ) 、 天津创想互联网信息服务合伙企业 ( 有限合伙 ) ( 以下 简称 “ 天津创想 ” ) 、 ” ) 、 天津创想互联网信息服务合伙企业 ( 有限合伙 ) ( 以下 简称 “ 天津创想 ” ) 、 ( 以下 简称 “ 天津创想 ” ) 、 ” ) 、', '北京中投视讯文化传媒股份有限公司']
['正在上演', '” ) 、', '天津创想互联网信息服务合伙企业(有限合伙)']
['正在上演', '” ) 、 天津创想互联网信息服务合伙企业 ( 有限合伙 ) ( 以下 简称 “ ( 以下 简称 “', '天津创想']
['正在上演', '” ) 、 天津创想互联网信息服务合伙企业 ( 有限合伙 ) ( 以下 简称 “ 天津创想 ” ) 、 ( 以下 简称 “ 天津创想 ” ) 、 ” ) 、', '北京中投视讯文化传媒股份有限公司']
['正在上演', '” ) 、 天津创想互联网信息服务合伙企业 ( 有限合伙 ) ( 以下 简称 “ 天津创想 ” ) 、 北京中投视讯文化传媒股份有限公司 ( 以下 简称 “ ( 以下 简称 “ 天津创想 ” ) 、 北京中投视讯文化传媒股份有限公司 ( 以下 简称 “ ” ) 、 北京中投视讯文化传媒股份有限公司 ( 以下 简称 “ ( 以下 简称 “', '中投视讯']
['天津创想互联网信息服务合伙企业(有限合伙)', '( 以下 简称 “', '天津创想']
['天津创想互联网信息服务合伙企业(有限合伙)', '( 以下 简称 “ 天津创想 ” ) 、 ” ) 、', '北京中投视讯文化传媒股份有限公司']
['天津创想互联网信息服务合伙企业(有限合伙)', '( 以下 简称 “ 天津创想 ” ) 、 北京中投视讯文化传媒股份有限公司 ( 以下 简称 “ ” ) 、 北京中投视讯文化传媒股份有限公司 ( 以下 简称 “ ( 以下 简称 “', '中投视讯']
['天津创想', '” ) 、', '北京中投视讯文化传媒股份有限公司']
['天津创想', '” ) 、 北京中投视讯文化传媒股份有限公司 ( 以下 简称 “ ( 以下 简称 “', '中投视讯']
['北京中投视讯文化传媒股份有限公司', '( 以下 简称 “', '中投视讯']
['盛业商业保理有限公司', '( 以下 简称 “', '盛业资本']
['深圳盛业敦豪金链商业保理股份有限公司', '( 以下 简称 “', '盛业敦豪']
['杭州律云科技有限公司拟向上海数进信息科技有限公司', '( 以下 简称 “', '上海数进']
['郑州翱翔医药科技股份有限公司', '( 以下 简称 “ 公司 ” 或 “', '翱翔科技']
['郑州翱翔医药科技股份有限公司', '( 以下 简称 “ 公司 ” 或 “ 翱翔科技 ” ) 受让 参股 子公司 ” ) 受让 参股 子公司', '嘉兴佰迈腾新材料有限公司']
['翱翔科技', '” ) 受让 参股 子公司', '嘉兴佰迈腾新材料有限公司']
['翱翔科技', '” ) 受让 参股 子公司 嘉兴佰迈腾新材料有限公司 ( 以下 简称 “ ( 以下 简称 “', '佰迈腾']
['嘉兴佰迈腾新材料有限公司', '( 以下 简称 “', '佰迈腾']
['长春一东离合器股份有限公司', '( 以下 简称 “ 公司 ” ) 第二 大 股东', '中国第一汽车集团有限公司']
['长春一东离合器股份有限公司', '( 以下 简称 “ 公司 ” ) 第二 大 股东 中国第一汽车集团有限公司 ( 以下 简称 “ ( 以下 简称 “', '一汽集团']
['中国第一汽车集团有限公司', '( 以下 简称 “', '一汽集团']
['一汽股权投资(天津)有限公司', '( 以下 简称 “', '天津股权公司']
['深圳道格资本管理有限公司', '( 以下 简称 “', '道格资本']
['深圳道格资本管理有限公司', '( 以下 简称 “ 道格资本 ” ) 共同 发起 设立 ” ) 共同 发起 设立', '深圳永泰道格产业投资合伙企业(有限合伙)']
['深圳道格资本管理有限公司', '( 以下 简称 “ 道格资本 ” ) 共同 发起 设立 深圳永泰道格产业投资合伙企业 ( 有限合伙 ) ( 以下 简称 “ ” ) 共同 发起 设立 深圳永泰道格产业投资合伙企业 ( 有限合伙 ) ( 以下 简称 “ ( 以下 简称 “', '永泰道格产业基金']
['道格资本', '” ) 共同 发起 设立', '深圳永泰道格产业投资合伙企业(有限合伙)']
['道格资本', '” ) 共同 发起 设立 深圳永泰道格产业投资合伙企业 ( 有限合伙 ) ( 以下 简称 “ ( 以下 简称 “', '永泰道格产业基金']
['深圳永泰道格产业投资合伙企业(有限合伙)', '( 以下 简称 “', '永泰道格产业基金']
['深圳信立泰药业股份有限公司', '( 下称 “ 公司 ” 或 “', '信立泰']
['深圳信立泰药业股份有限公司', '( 下称 “ 公司 ” 或 “ 信立泰 ” ) 拟 与 台州硕金股权投资管理合伙企业 ( 有限合伙 ) 、 佰威医疗器械有限公司 、 北京中科博瀚科技有限公司 、 ” ) 拟 与 台州硕金股权投资管理合伙企业 ( 有限合伙 ) 、 佰威医疗器械有限公司 、 北京中科博瀚科技有限公司 、 、 佰威医疗器械有限公司 、 北京中科博瀚科技有限公司 、 、 北京中科博瀚科技有限公司 、 、', '北京天材思源投资管理有限公司']
['台州硕金股权投资管理合伙企业(有限合伙)', '、 佰威医疗器械有限公司 、 北京中科博瀚科技有限公司 、 北京天材思源投资管理有限公司 ( 以下 合称 “ 转让方 ” ) , 以及 、 北京中科博瀚科技有限公司 、 北京天材思源投资管理有限公司 ( 以下 合称 “ 转让方 ” ) , 以及 、 北京天材思源投资管理有限公司 ( 以下 合称 “ 转让方 ” ) , 以及 ( 以下 合称 “ 转让方 ” ) , 以及', '苏州桓晨医疗科技有限公司']
['台州硕金股权投资管理合伙企业(有限合伙)', '、 佰威医疗器械有限公司 、 北京中科博瀚科技有限公司 、 北京天材思源投资管理有限公司 ( 以下 合称 “ 转让方 ” ) , 以及 苏州桓晨医疗科技有限公司 ( 下称 “ 、 北京中科博瀚科技有限公司 、 北京天材思源投资管理有限公司 ( 以下 合称 “ 转让方 ” ) , 以及 苏州桓晨医疗科技有限公司 ( 下称 “ 、 北京天材思源投资管理有限公司 ( 以下 合称 “ 转让方 ” ) , 以及 苏州桓晨医疗科技有限公司 ( 下称 “ ( 以下 合称 “ 转让方 ” ) , 以及 苏州桓晨医疗科技有限公司 ( 下称 “ ( 下称 “', '苏州桓晨']
